#name	label	class	CHG	CpG5	CpG3	maxExpr	nSamples	WGA	allData	noExpr	noMeth	noWGA
Sb10g004360	synteny	high	0.195777	1	0	1	0	0.929623	functional	functional	non	functional
Sb10g004340	synteny	high	1	1	0	3	4	1	functional	functional	functional	functional
Sb10g004330	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb10g004320	synteny	high	1	1	1	1	0	1	non	non	functional	functional
Sb10g004305	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb10g004300	synteny	high	1	1	1	1	0	1	non	non	non	non
Sb10g004280	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb10g004270	synteny	high	1	1	0	2	0	0	functional	functional	functional	functional
Sb10g004250	synteny	high	1	1	1	1	0	0.0825301	non	non	functional	non
Sb10g004220	synteny	high	1	1	1	1	0	1	non	non	non	non
Sb10g004210	synteny	high	0.95221	1	0	1	0	1	functional	functional	non	functional
Sb10g004200	synteny	high	1	1	1	1	0	0.441386	non	non	non	non
Sb10g004150	synteny	high	1	1	1	3	3	1	functional	functional	functional	functional
Sb10g004160	synteny	high	1	0	1	5	9	0.98634	functional	functional	functional	functional
Sb10g004120	synteny	high	1	1	1	2	0	1	non	non	non	non
Sb10g004130	synteny	high	1	1	1	3	8	1	functional	functional	functional	functional
Sb10g004100	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb10g004110	synteny	high	1	1	1	5	12	1	non	non	non	non
Sb10g004070	synteny	high	1	1	1	4	9	1	non	non	non	non
Sb10g004060	synteny	high	1	1	1	2	0	1	non	non	non	non
Sb10g004040	synteny	high	1	1	0	3	3	1	non	non	functional	non
Sb10g004030	synteny	high	1	1	1	4	12	1	non	non	non	non
Sb10g004000	synteny	high	1	1	1	1	0	1	non	non	non	non
Sb10g004010	synteny	high	1	1	1	4	11	0.997251	non	non	non	non
Sb10g004013	synteny	high	0.995516	1	1	1	0	0	non	non	non	non
Sb10g004016	synteny	high	1	1	0.33	1	0	0.965157	functional	functional	functional	functional
Sb10g004020	synteny	high	1	1	1	1	0	1	non	non	non	non
Sb10g003980	synteny	high	1	1	1	2	0	0	non	non	non	non
Sb10g003970	synteny	high	1	1	0	5	4	1	non	non	non	non
Sb10g003940	synteny	high	1	1	0.75	4	1	1	functional	functional	functional	functional
Sb10g003950	synteny	high	1	1	1	4	6	0.343307	non	non	non	non
Sb10g003960	synteny	high	1	1	1	3	3	1	functional	functional	functional	functional
Sb10g003930	synteny	high	1	1	1	5	11	1	non	non	non	non
Sb10g003920	synteny	high	1	1	1	3	8	1	functional	functional	functional	functional
Sb10g003900	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb10g003880	synteny	high	1	1	1	1	0	1	non	non	non	non
Sb10g003890	synteny	high	1	1	1	5	9	1	non	non	non	non
Sb10g003860	synteny	high	1	1	1	2	0	1	non	non	functional	functional
Sb10g003850	synteny	high	1	1	1	1	0	0.850548	functional	functional	functional	functional
Sb10g003840	synteny	high	1	1	1	5	9	1	non	non	functional	non
Sb10g003830	synteny	high	1	1	1	1	0	1	non	non	non	non
Sb10g003820	synteny	high	1	1	1	3	7	1	non	non	functional	functional
Sb10g003810	synteny	high	1	1	1	5	12	1	non	non	non	non
Sb10g003800	synteny	high	0.980828	1	1	2	0	1	non	non	non	non
Sb10g003780	synteny	high	1	1	0.37	4	11	1	functional	functional	functional	functional
Sb10g003790	synteny	high	1	1	1	4	8	1	non	non	non	non
Sb10g003760	synteny	high	1	1	1	2	0	0.713397	non	non	non	non
Sb10g003770	synteny	high	1	1	1	5	12	1	non	non	functional	functional
Sb10g003745	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb10g003750	synteny	high	1	0.46	1	3	7	1	functional	functional	functional	functional
Sb10g003740	synteny	high	1	1	1	3	4	0.959916	non	non	non	non
Sb10g003730	synteny	high	1	1	0.15	2	0	1	non	non	non	non
Sb10g003720	synteny	high	1	1	0	3	1	1	non	non	non	non
Sb10g003690	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb10g003670	synteny	high	1	0.72	1	5	12	1	non	non	non	non
Sb10g003680	synteny	high	1	1	1	4	9	0.96941	functional	functional	functional	functional
Sb10g003660	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb10g003650	synteny	high	1	1	1	4	12	1	non	non	non	non
Sb10g003620	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb10g003610	synteny	high	1	0.68	1	4	11	0.939227	functional	non	functional	functional
Sb10g003600	synteny	high	0.925846	1	1	2	0	0.985601	non	non	functional	non
Sb10g003560	synteny	high	1	1	1	2	0	1	non	non	non	non
Sb10g003550	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb10g003540	synteny	high	1	0	1	3	1	1	non	non	non	non
Sb10g003545	synteny	high	1	1	1	4	1	1	functional	functional	functional	non
Sb10g003520	synteny	high	1	1	1	2	0	1	non	non	non	non
Sb10g003530	synteny	high	1	1	1	4	12	1	non	non	non	non
Sb10g003510	synteny	high	1	1	0.67	2	0	0.974937	non	non	non	non
Sb10g003515	synteny	high	1	0.87	1	4	5	0.965241	functional	functional	functional	functional
Sb10g003470	synteny	high	1	1	0.67	5	11	1	functional	functional	functional	functional
Sb10g003480	synteny	high	1	1	0	4	6	0.535457	functional	functional	functional	functional
Sb10g003450	synteny	high	1	1	1	5	12	1	non	non	non	non
Sb10g003430	synteny	high	1	1	0	2	0	1	non	non	non	non
Sb10g003440	synteny	high	1	1	0	4	12	1	functional	functional	functional	functional
Sb10g003420	synteny	high	1	1	1	4	2	0.989083	non	non	non	non
Sb10g003415	synteny	high	1	1	0.23	1	0	0.249509	functional	functional	functional	functional
Sb10g003400	synteny	high	1	1	1	1	0	0.964896	functional	functional	non	functional
Sb10g003380	synteny	high	1	0	0.86	4	2	1	functional	functional	non	functional
Sb10g003360	synteny	high	1	1	1	2	0	1	non	non	non	non
Sb10g003340	synteny	high	1	1	1	5	5	0.940555	non	non	functional	functional
Sb10g003330	synteny	high	1	1	1	1	0	1	functional	functional	functional	non
Sb10g003320	synteny	high	1	1	1	4	12	0.794169	functional	functional	functional	functional
Sb10g003310	synteny	high	1	1	1	4	6	0.970453	non	non	non	non
Sb10g003285	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb10g003280	synteny	high	1	1	1	3	1	1	non	non	non	non
Sb10g003270	synteny	high	1	1	1	1	0	0.925208	functional	functional	functional	functional
Sb10g003275	synteny	high	1	1	1	2	0	0.980501	non	non	non	non
Sb10g003240	synteny	high	1	1	1	2	0	0.858156	non	non	non	non
Sb10g003245	synteny	high	1	1	1	3	3	0	non	non	functional	non
Sb10g003220	synteny	high	1	1	1	4	4	1	non	non	non	non
Sb10g003230	synteny	high	1	1	1	4	2	0.699433	non	non	non	non
Sb10g003210	synteny	high	1	1	1	1	0	0.226856	functional	functional	functional	functional
Sb10g003200	synteny	high	1	1	1	5	12	1	non	non	non	non
Sb10g003190	synteny	high	1	1	1	5	5	1	non	non	non	non
Sb10g003180	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb10g003170	synteny	high	1	1	0	4	7	1	functional	functional	functional	functional
Sb10g003160	synteny	high	1	1	1	1	0	1	non	non	non	non
Sb10g003150	synteny	high	1	1	1	1	0	0.227378	functional	functional	non	functional
Sb10g003140	synteny	high	1	1	1	1	0	0.999128	functional	functional	functional	functional
Sb10g003090	synteny	high	1	1	0	5	1	0.904474	functional	functional	functional	functional
Sb10g003080	synteny	high	1	1	1	5	1	1	functional	functional	non	functional
Sb10g003060	synteny	high	1	1	1	3	2	0.93907	functional	functional	functional	functional
Sb10g003070	synteny	high	1	1	1	3	3	1	functional	functional	functional	functional
Sb10g003050	synteny	high	1	1	1	3	2	0.997485	functional	functional	non	functional
Sb10g003040	synteny	high	1	1	1	4	4	0.807374	functional	functional	functional	non
Sb10g003030	synteny	high	1	1	1	1	0	0.94325	non	non	non	non
Sb10g003000	synteny	high	1	1	1	4	12	0.986283	non	non	non	non
Sb10g002960	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb10g002970	synteny	high	1	1	0	3	7	1	non	non	non	non
Sb10g002980	synteny	high	1	1	1	5	9	1	non	non	functional	non
Sb10g002990	synteny	high	1	1	1	5	12	1	non	non	non	non
Sb10g002940	synteny	high	1	1	1	5	12	0.988263	functional	functional	functional	functional
Sb10g002950	synteny	high	1	1	1	3	7	0.991402	non	non	non	non
Sb10g002930	synteny	high	1	1	1	2	0	1	functional	non	functional	functional
Sb10g002915	synteny	high	1	0	0	5	12	0	functional	functional	functional	functional
Sb10g002900	synteny	high	1	1	1	4	2	1	functional	functional	non	functional
Sb10g002910	synteny	high	1	1	0	2	0	1	non	non	non	non
Sb10g002880	synteny	high	1	1	1	5	4	1	functional	functional	functional	functional
Sb10g002890	synteny	high	1	1	1	5	4	1	non	non	non	non
Sb10g002850	synteny	high	1	1	1	5	1	1	non	non	non	non
Sb10g002860	synteny	high	1	1	1	3	1	1	non	non	non	non
Sb10g002820	synteny	high	1	1	1	5	4	0.588472	non	non	non	non
Sb10g002830	synteny	high	1	1	1	4	3	0.688859	non	non	non	non
Sb10g002790	synteny	high	1	0	1	5	3	1	functional	non	functional	functional
Sb10g002780	synteny	high	1	1	1	4	9	1	non	non	non	non
Sb10g002770	synteny	high	1	1	1	1	0	1	non	non	non	non
Sb10g002760	synteny	high	1	1	1	3	6	1	functional	functional	functional	functional
Sb10g002740	synteny	high	1	1	1	3	1	1	non	non	non	non
Sb10g002750	synteny	high	1	1	1	3	1	1	non	non	non	non
Sb10g002735	synteny	high	1	0	1	1	0	0.99547	non	non	non	non
Sb10g002720	synteny	high	1	1	1	4	12	1	functional	functional	functional	functional
Sb10g002690	synteny	high	1	1	1	3	1	1	functional	functional	non	functional
Sb10g002700	synteny	high	1	1	1	5	12	1	non	non	functional	non
Sb10g002670	synteny	high	1	1	1	3	2	1	non	non	non	non
Sb10g002660	synteny	high	1	1	0	2	0	1	functional	functional	functional	functional
Sb10g002640	synteny	high	1	1	1	1	0	1	non	non	non	non
Sb10g002630	synteny	high	1	1	1	3	7	1	non	non	non	non
Sb10g002580	synteny	high	1	1	0	4	6	1	non	non	non	non
Sb10g002570	synteny	high	1	1	1	3	10	1	functional	functional	non	functional
Sb10g002550	synteny	high	1	1	1	4	4	1	non	non	non	non
Sb10g002555	synteny	high	0	0	0	5	12	0	functional	functional	functional	functional
Sb10g002560	synteny	high	1	1	0	4	7	0.999367	functional	non	functional	functional
Sb10g002540	synteny	high	1	1	0	5	5	1	functional	functional	functional	functional
Sb10g002525	synteny	high	1	1	1	3	3	0.730769	non	non	functional	non
Sb10g002530	synteny	high	1	1	1	4	11	0.96438	non	non	non	non
Sb10g002520	synteny	high	1	1	0.76	3	8	0.861566	functional	functional	functional	functional
Sb10g002510	synteny	high	1	1	1	4	7	1	functional	functional	functional	functional
Sb10g002500	synteny	high	1	1	1	1	0	0.563025	non	non	non	non
Sb10g002490	synteny	high	1	1	1	3	1	1	functional	functional	functional	functional
Sb10g002480	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb10g002440	synteny	high	0.917079	1	1	2	0	0.873762	functional	functional	functional	functional
Sb10g002450	synteny	high	1	1	1	3	8	1	non	non	non	non
Sb10g002460	synteny	high	1	0.65	1	5	12	0.919683	non	non	non	non
Sb10g002411	synteny	high	0.547071	1	1	4	1	1	non	non	functional	non
Sb10g002420	synteny	high	1	1	1	4	12	0.994656	non	non	non	non
Sb10g002400	synteny	high	1	1	0	5	11	0.0597983	non	non	non	non
Sb10g002370	synteny	high	1	1	1	5	12	0.990927	functional	functional	functional	functional
Sb10g002315	synteny	high	1	0	1	1	0	0	functional	functional	functional	functional
Sb10g002310	synteny	high	1	1	1	4	6	1	functional	functional	functional	functional
Sb10g002300	synteny	high	1	1	1	5	3	1	non	non	non	non
Sb10g002280	synteny	high	0	0	0	1	0	0.47415	functional	functional	functional	functional
Sb10g002290	synteny	high	0.20411	0	0	2	0	0.669863	functional	functional	functional	functional
Sb10g002260	synteny	high	1	1	1	3	4	0.800661	functional	functional	functional	functional
Sb10g002240	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb10g002250	synteny	high	1	1	1	3	3	0.133279	functional	functional	functional	functional
Sb10g002230	synteny	high	1	1	1	5	12	1	non	functional	non	non
Sb10g002220	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb10g002190	synteny	high	1	1	1	5	5	1	non	non	non	non
Sb10g002160	synteny	high	1	1	1	1	0	1	functional	functional	functional	functional
Sb10g002170	synteny	high	1	1	1	5	8	1	non	non	non	non
Sb10g002180	synteny	high	1	1	1	3	2	0.69969	non	non	non	non
Sb10g002140	synteny	high	1	1	1	5	2	0.953879	non	non	non	non
Sb10g002130	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb10g002120	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb10g002110	synteny	high	1	1	1	4	12	1	non	non	functional	functional
Sb10g002100	synteny	high	1	1	1	5	4	1	functional	functional	functional	functional
Sb10g002090	synteny	high	1	1	1	2	0	1	functional	functional	non	functional
Sb10g002080	synteny	high	1	1	0.83	2	0	1	non	non	functional	functional
Sb10g002070	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb10g002040	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb10g002050	synteny	high	1	1	1	3	3	1	functional	functional	non	functional
Sb10g002020	synteny	high	1	1	1	4	10	1	functional	functional	functional	functional
Sb10g002030	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb10g002010	synteny	high	1	1	1	4	7	0.932764	functional	functional	functional	functional
Sb10g001980	synteny	high	1	1	0	2	0	1	functional	functional	functional	functional
Sb10g001990	synteny	high	1	1	0	5	12	1	functional	functional	functional	functional
Sb10g001970	synteny	high	1	1	1	5	4	1	functional	functional	non	functional
Sb10g001950	synteny	high	1	1	1	3	5	0.963193	functional	functional	functional	functional
Sb10g001920	synteny	high	0.70765	1	0	1	0	0.29235	functional	functional	functional	functional
Sb10g001873	synteny	high	1	0	0	3	2	1	functional	functional	functional	functional
Sb10g001876	synteny	high	1	1	0	2	0	0.730952	functional	functional	functional	functional
Sb10g001880	synteny	high	0.752151	1	0	2	0	0.00376344	functional	functional	non	functional
Sb10g001870	synteny	high	1	1	0	3	7	1	functional	functional	functional	functional
Sb10g001860	synteny	high	1	1	1	3	7	1	functional	functional	functional	functional
Sb10g001840	synteny	high	1	0.41	1	5	12	1	non	non	functional	non
Sb10g001820	synteny	high	1	1	1	3	4	1	functional	functional	functional	functional
Sb10g001800	synteny	high	1	1	1	4	3	1	functional	functional	non	functional
Sb10g001810	synteny	high	1	1	0	4	4	0.893705	functional	functional	functional	functional
Sb10g001790	synteny	high	1	1	0.9	2	0	1	functional	functional	functional	functional
Sb10g001770	synteny	high	1	1	1	2	0	1	non	non	non	non
Sb10g001730	synteny	high	1	1	0.31	3	6	1	non	non	non	non
Sb10g001740	synteny	high	1	1	1	5	12	1	non	non	non	non
Sb10g001750	synteny	high	1	1	1	3	7	0.971584	functional	functional	functional	functional
Sb10g001715	synteny	high	0	0	0	3	2	0	non	non	non	non
Sb10g001720	synteny	high	0	0	0	2	0	0	functional	functional	functional	functional
Sb10g001690	synteny	high	1	1	1	2	0	1	functional	functional	functional	functional
Sb10g001680	synteny	high	1	1	1	3	2	0.0101208	functional	functional	non	functional
Sb10g001670	synteny	high	1	1	1	3	7	1	functional	functional	functional	functional
Sb10g001660	synteny	high	1	1	1	4	10	0.992969	functional	functional	functional	functional
Sb10g001640	synteny	high	1	1	1	4	11	1	functional	functional	functional	functional
Sb10g001600	synteny	high	1	1	1	4	9	1	functional	functional	functional	functional
Sb10g001610	synteny	high	1	1	1	5	12	0.724167	functional	functional	functional	functional
Sb10g001620	synteny	high	1	1	1	3	1	0.981188	functional	functional	functional	functional
Sb10g001630	synteny	high	1	1	0	3	3	1	non	non	functional	non
Sb10g001590	synteny	high	1	1	1	4	1	0.958463	non	non	non	non
Sb10g001580	synteny	high	1	1	1	5	1	1	functional	functional	functional	functional
Sb10g001560	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb10g001540	synteny	high	1	1	0	2	0	1	functional	functional	functional	functional
Sb10g001550	synteny	high	1	1	1	5	8	0.998312	functional	functional	functional	functional
Sb10g001530	synteny	high	1	1	0	4	11	1	functional	functional	functional	functional
Sb10g001515	synteny	high	1	1	1	5	1	0.901734	functional	functional	functional	functional
Sb10g001520	synteny	high	1	1	0	2	0	1	functional	functional	non	functional
Sb10g001510	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb10g001480	synteny	high	1	1	1	1	0	0.850234	functional	functional	functional	functional
Sb10g001470	synteny	high	1	1	1	2	0	0.961368	functional	functional	functional	functional
Sb10g001460	synteny	high	1	1	1	3	1	0.981791	functional	functional	functional	functional
Sb10g001450	synteny	high	1	1	0.62	1	0	0.695338	functional	functional	functional	functional
Sb10g001440	synteny	high	1	1	1	5	3	0.838226	functional	functional	functional	functional
Sb10g001420	synteny	high	1	1	1	2	0	0.994428	functional	functional	functional	functional
Sb10g001410	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb10g001390	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb10g001400	synteny	high	1	1	1	1	0	0.965619	functional	functional	functional	functional
Sb10g001380	synteny	high	1	1	1	3	5	1	functional	functional	functional	functional
Sb10g001370	synteny	high	1	1	1	4	4	1	non	non	functional	non
Sb10g001360	synteny	high	1	1	1	2	0	1	non	functional	non	functional
Sb10g001350	synteny	high	1	1	1	4	2	0.95498	functional	functional	functional	functional
Sb10g001310	synteny	high	1	1	1	5	12	0.99372	non	non	functional	non
Sb10g001290	synteny	high	1	1	1	3	2	1	functional	functional	functional	functional
Sb10g001300	synteny	high	1	1	1	4	7	1	functional	functional	functional	functional
Sb10g001270	synteny	high	1	1	1	5	12	0.94108	functional	functional	functional	functional
Sb10g001280	synteny	high	1	1	1	4	7	0.894517	functional	functional	functional	functional
Sb10g001250	synteny	high	1	1	1	3	7	1	non	functional	functional	functional
Sb10g001240	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
Sb10g001210	synteny	high	1	1	1	3	4	1	functional	functional	functional	functional
Sb10g001220	synteny	high	1	1	1	5	12	1	functional	functional	functional	functional
